sentence_A	sentence_B	entailment_label	label_enc
A man is cutting a tree with an axe	A man is chopping down a tree with an axe	ENTAILMENT	1
Two young men are playing outside near a golden statue	Two people are ignoring the nearby gold statue	NEUTRAL	2
A badger is shrewdly digging the earth	The badger isn't burrowing a hole	CONTRADICTION	0
A dog is running through a field and is chasing a ball	A dog is running through a field and is chasing a toy	ENTAILMENT	1
There is no man cutting tomatoes	A man is cutting tomatoes	CONTRADICTION	0
Someone is dropping the meat into a pan	The meat is being dropped into a pan	ENTAILMENT	1
There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	CONTRADICTION	0
A man on a green bike is performing tricks on a dirt ramp	The man on a green bike is performing tricks on the dirt ramp	ENTAILMENT	1
A person with a red hooded jacket and a black backpack is walking near a rocky wall	A man in a red jacket and khaki pants is walking through an European state	NEUTRAL	2
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	CONTRADICTION	0
A person is absently cutting mushrooms with a knife	A person is cutting some mushrooms	ENTAILMENT	1
The snowboarder is doing a flip over a mound of snow	Somebody is jumping in the air on a board	ENTAILMENT	1
A man in a car is pulling up beside a woman that is who along a road	A child is walking down the street and a jeep is stopping	NEUTRAL	2
A dog has its head outside a red and green gift bag	The red and brown dog is digging its nose inside a holiday gift bag	NEUTRAL	2
A man is playing the guitar loudly	A flute is being played by a man	NEUTRAL	2
A woman is playing the trumpet	A man is playing the trumpet	NEUTRAL	2
The woman is measuring a man	The woman is measuring the other woman	NEUTRAL	2
A man with a backwards hat is sitting on the ground	An old man in a white shirt and gold and black hat is sitting with crossed legs	NEUTRAL	2
The woman is slicing herbs	The woman is not slicing herbs	CONTRADICTION	0
A lone bicyclist is putting down a bike	A cold cyclist is celebrating	NEUTRAL	2
A blonde girl is hanging by gymnastic ropes	Boys are dangling from straps and kicking at each other	NEUTRAL	2
The man is singing heartily and playing the guitar	The man is singing and playing the guitar	ENTAILMENT	1
A woman is collecting tap water in a mug	There is no boy filling a pitcher with water	NEUTRAL	2
A girl is cutting butter into two pieces	Tofu is being sliced by a woman	NEUTRAL	2
There is no little girl playing the piano	A little girl is playing a grand piano on stage	CONTRADICTION	0
A woman is walking the dog down the street	A woman is restraining the dog	NEUTRAL	2
There is no Asian woman holding a fur scarf	A woman dressed in elegant clothing is inside a crowd of people and is looking down	NEUTRAL	2
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	A hockey player in a yellow jersey is guarding the goal	ENTAILMENT	1
The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back	A girl with red hair and red eyebrows is talking	NEUTRAL	2
There is no woman driving a car and talking to the man seated beside her	The woman and the man are travelling by car	ENTAILMENT	1
Some people are singing	Some persons are singing	ENTAILMENT	1
There is no man making a phone call	A man is making a call on a cell phone	CONTRADICTION	0
A man is sitting near a flower bed and is overlooking a tunnel	A woman is sitting near a flower bed and is overlooking a tunnel	NEUTRAL	2
The white dog wearing reindeer ears is near a brown dog	The white dog is not wearing reindeer ears and isn't near a brown dog	CONTRADICTION	0
Two bmx bikers are jumping dirt ramps in front of a body of water	Some bikers are getting airborne on a track near water and a skyline	NEUTRAL	2
A boy is playing a keyboard	A boy is standing in a room by a lamp light	NEUTRAL	2
A black and white dog is holding a baseball in its mouth	A brown and white dog is putting the baseball in its mouth down	NEUTRAL	2
Two women are dancing and singing in front of a crowd	The women are singing and dancing	ENTAILMENT	1
A costumed performer is singing and people are dancing	A clown is singing	NEUTRAL	2
A man is cooking a snake	A man is roasting a snake	ENTAILMENT	1
A trumpet is being played by a person	A man is playing the guitar	NEUTRAL	2
A man is flooring a sitting guitar player	A man is sitting on the floor and is playing a guitar	NEUTRAL	2
A white dog is running through a snowy trail	A dog is running on a snowy path	ENTAILMENT	1
The man is driving a car	The windows are being polished by a man	NEUTRAL	2
There is no man sitting on the floor and playing a guitar	A man is sitting on the floor in a room and strumming a guitar	CONTRADICTION	0
A man is playing with water	A man is doing a magic trick	NEUTRAL	2
Nobody is sitting in the chairs and watching the ocean	A couple is sitting on a patio and looking at the ocean	NEUTRAL	2
The man is playing a guitar	A man is playing a trumpet brightly	NEUTRAL	2
A man is drawing on a digital dry erase board	A man is drawing on a board	ENTAILMENT	1
A squirrel is spinning around in circles	An animal is running around in circles	ENTAILMENT	1
The interviewer is granting a break to the man	The man is granting an interview	NEUTRAL	2
The dog is running through the dry sand	A dog is running on the beach	NEUTRAL	2
The person is slicing a vegetable	A man is playing a violin	NEUTRAL	2
A man is putting away a guitar	A man is playing a guitar	CONTRADICTION	0
The children are wearing black tights and hopping	Some children are wearing black tights and hopping	ENTAILMENT	1
The man is talking on the telephone	The man isn't talking on the telephone	CONTRADICTION	0
There is no man sitting on the chair	The girl, who is little, is combing her hair into a pony tail.	NEUTRAL	2
A man is emptying a container made of plastic	A man is carelessly holding a frog	NEUTRAL	2
A man in a white hat is getting off stage	Four people are performing music outdoors	NEUTRAL	2
A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass and its tongue is hanging out	CONTRADICTION	0
A man and a woman are hiking through a wooded area	A man and a woman are walking through a wooded area	ENTAILMENT	1
A white cat perched on a small wooden cabinet is looking outside the window	The cat perched on the table is looking out the window	NEUTRAL	2
One white dog and one black one are running side by side on the grass	There is no dog joyfully running on the grass	NEUTRAL	2
There is no woman cutting an onion	A man is cutting onions	NEUTRAL	2
A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean	The man in the red jacket is standing next to the yellow kayak on some rocks by the ocean	ENTAILMENT	1
Some animals are playing wildly in the water	A few animals are playing in the water	ENTAILMENT	1
There is no man spitting	A man is spitting	CONTRADICTION	0
The man is cooking slices of potato	The man is slicing the potato	NEUTRAL	2
The players is maneuvering for the basket ball	A man in green is kicking a soccer ball and a man in purple and white is falling down	NEUTRAL	2
The man is talking on the telephone	The man is speaking on the telephone	ENTAILMENT	1
A woman is dipping a shrimp in batter	The car is being driven by a man	NEUTRAL	2
A man is making music with a flute	A man is playing flute	ENTAILMENT	1
There is no tan dog jumping up and catching a tennis ball	A red dog is jumping and catching a tennis ball in its mouth	NEUTRAL	2
A child is playing slip and slide in the grass	A child is splashing in a pool for children and other kids are playing in the background	NEUTRAL	2
A girl is wearing white clothes and is dancing	The blond girl is dancing in front of the sound equipment	NEUTRAL	2
A bald man in a band is playing an instrument in the spotlight	A man is playing guitar next to a drummer	NEUTRAL	2
A man is riding a motorbike	A man is riding a scooter	NEUTRAL	2
A person is riding a dirt bike down a dirt hill	A person is riding a bike along the trail	NEUTRAL	2
A girl is wearing jeans and a pink shirt and is running	The little girl in a pink shirt is running under a tree in the desert	NEUTRAL	2
A blond child is going down a slide and throwing up his arms	A child with dark hair is going down a slide and throwing up his arms	CONTRADICTION	0
A man is cutting a potato	There is no man cutting a potato	CONTRADICTION	0
A woman is cutting a white onion	A horse is standing	NEUTRAL	2
The person is not writing with a pencil	The person is writing with a pencil	CONTRADICTION	0
A man is wearing a clear plastic cap and a mask	A man is wearing a clear plastic cap and a face mask	ENTAILMENT	1
Something is being celebrated by a cold cyclist	A bicyclist is holding a bike over his head in a group of people	NEUTRAL	2
A person is doing acrobatics on a snowboard	A person is doing a trick on a snowboard	ENTAILMENT	1
The man is playing the piano with his nose	The keyboard is being played with his nose by a man	ENTAILMENT	1
Someone is playing piano	A keyboard is being played by a person	NEUTRAL	2
A brown and white animal is jumping on the sidewalk	A little brown and white dog is running on the sidewalk	NEUTRAL	2
Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles	ENTAILMENT	1
A man is dancing upside-down on the ceiling	A man is idling on the floor	NEUTRAL	2
A person is cutting an onion	A person is eating a cut onion	NEUTRAL	2
A black dog and a tan dog are fighting	A black dog and a white dog are wrestling on the floor	NEUTRAL	2
The boy is sitting near the blue ocean	The boy is wading through the blue ocean	CONTRADICTION	0
A guy is not riding a horse	A guy is riding a horse	CONTRADICTION	0
A dog is playing on the green grass	The man is not playing a guitar	NEUTRAL	2
The small boy is standing in the forest	A small boy is standing in the forest	ENTAILMENT	1
The dog is licking the baby	A dog is licking a baby	ENTAILMENT	1
